"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2021-01-12","ID",1544,1363,10,179,6079,6079,283,42,1076,72,441198,1560,,,,,,150239,123517,572,0,,,,,,66796,,0,564715,2000,,78973,,,564715,2000,899887,4438
"2021-01-12","IL",19497,17743,134,1754,,,3553,0,,757,,0,,,,,409,1040168,,6642,0,,,,,,,,0,14263477,93491,,,,,,0,14263477,93491
"2021-01-12","IN",9104,8731,88,373,37505,37505,2515,217,6540,553,2199680,4445,,,,,293,570477,,3139,0,,,,,647868,,,0,6175128,34244,,,,,2770157,7584,6175128,34244
"2021-01-12","KS",3255,,0,,7351,7351,590,0,1981,156,819014,0,,,,413,48,247502,,0,0,,,,,,,,0,1066516,0,,,,,1066516,0,,0
"2021-01-12","KY",2944,2730,22,214,14738,14738,1733,117,3256,397,,0,,,,,205,308729,246392,3022,0,7459,21988,,,202895,39200,,0,3343361,7879,103953,212102,,,,0,3343361,7879
"2021-01-12","LA",7971,7536,53,435,,,2035,0,,,4155849,45336,,,,,244,352939,315582,4705,0,,,,,,280373,,0,4508788,50041,,259866,,,,0,4471431,48628
"2021-01-12","MA",13273,12996,67,277,16603,16603,2219,0,,451,3822100,14061,,,,,271,442529,422474,5487,0,,,13123,,507881,293522,,0,11844709,69982,,,141687,406242,4244574,18967,11844709,69982
"2021-01-12","MD",6367,6196,66,171,28860,28860,1952,129,,456,2658742,9164,,154692,,,,312351,312351,2665,0,,,19059,,379748,9434,,0,6220019,31254,,,173751,,2971093,11829,6220019,31254
"2021-01-12","ME",449,443,11,6,1189,1189,203,18,,68,,0,13282,,,,27,30326,25163,715,0,606,5615,,,29633,11768,,0,1175249,7105,13900,106979,,,,0,1175249,7105
"2021-01-12","MI",14296,13501,104,795,,,2443,0,,525,,0,,,8053893,,285,570150,525612,2468,0,,,,,664663,415079,,0,8718556,35336,455811,,,,,0,8718556,35336
"2021-01-12","MN",5724,5521,13,203,22931,22931,692,116,4811,135,2675128,6787,,,,,,438867,421946,1315,0,,,,,,418610,5714994,27626,5714994,27626,,267462,,,3097074,8017,,0
"2021-01-12","MO",6155,,204,,,,2605,0,,588,1698022,3358,105738,,3364375,,341,427117,427117,2131,0,15781,54910,,,472050,,,0,3844238,13957,121735,454080,112498,205487,2125139,5489,3844238,13957
"2021-01-12","MP",2,2,0,,4,4,,0,,,17429,0,,,,,,128,128,3,0,,,,,,29,,0,17557,3,,,,,17542,0,26131,0
"2021-01-12","MS",5284,4047,98,1237,8425,8425,1466,0,,354,1222926,0,,,,,222,241957,159043,1648,0,,,,,,198888,,0,1464883,1648,66266,522512,,,,0,1381192,0
"2021-01-12","MT",1067,,10,,3883,3883,187,30,,36,,0,,,,,21,87077,,424,0,,,,,,81183,,0,851594,6155,,,,,,0,851594,6155
"2021-01-12","NC",7638,7080,60,558,,,3940,0,,839,,0,,,,,,635975,577872,6851,0,,,,,,,,0,7316817,30153,,376857,,,,0,7316817,30153
"2021-01-12","ND",1363,,3,,3667,3667,70,11,539,10,289311,1553,,,,,,94968,91357,138,0,,,,,,91850,1282799,2173,1282799,2173,,60944,,,384279,860,1356622,2425
"2021-01-12","NE",1772,,12,,5475,5475,484,15,,,695168,727,,,1656163,,,176670,,644,0,,,,,203155,122564,,0,1861366,9315,,,,,872270,1369,1861366,9315
"2021-01-12","NH",878,,9,,937,937,287,3,308,,509700,14980,,,,,,53148,38791,841,0,,,,,,46031,,0,1104602,5777,36636,91697,35253,,548491,2536,1104602,5777
"2021-01-12","NJ",20039,17980,107,2059,53577,53577,3703,242,,658,7874657,212974,,,,,440,594749,537115,4587,0,,,,,,,,0,8469406,217561,,,,,,0,8411772,227054
"2021-01-12","NM",2794,,30,,10815,10815,715,94,,,,0,,,,,,157974,,887,0,,,,,,80580,,0,2113785,12630,,,,,,0,2113785,12630
"2021-01-12","NV",3546,,46,,,,1827,0,,425,997488,3915,,,,,292,252842,252842,2593,0,,,,,,,2254748,19664,2254748,19664,,,,,1250330,6508,,0
"2021-01-12","NY",32007,,166,,,,8926,0,,1492,,0,,,,,909,1155370,,15214,0,,,,,,,27721577,196671,27721577,196671,,,,,,0,,0
"2021-01-12","OH",9802,8805,100,997,41863,41863,4010,486,6237,968,,0,,,,,638,792938,702846,7981,0,,55536,,,728881,648724,,0,8225635,39493,,993668,,,,0,8225635,39493
"2021-01-12","OK",2804,,29,,18952,18952,1902,67,,471,2526623,26707,,,2526623,,,337457,,2210,0,9516,,,,322888,294629,,0,2864080,28917,109422,,,,,0,2856548,29426
"2021-01-12","OR",1613,,8,,6992,6992,453,128,,85,,0,,,2669293,,49,126607,,924,0,,,,,170546,,,0,2839839,53215,,,,,,0,2839839,53215
"2021-01-12","PA",18080,,227,,,,5204,0,,1060,3403160,10914,,,,,639,733429,650116,7275,0,,,,,,542737,8198497,52516,8198497,52516,,,,,4053276,16573,,0
"2021-01-12","PR",1645,1365,3,280,,,390,0,,77,305972,0,,,395291,,73,84427,78815,959,0,60006,,,,20103,73760,,0,390399,959,,,,,,0,415664,0
"2021-01-12","RI",1970,,23,,7241,7241,402,50,,53,578497,2695,,,2058594,,34,101393,,786,0,,,,,121227,,2179821,13001,2179821,13001,,,,,679890,3481,,0
"2021-01-12","SC",5860,5358,34,502,15706,15706,2453,42,,485,3138831,7870,92400,,3046135,,270,359357,328028,1703,0,18069,62535,,,420724,166724,,0,3498188,9573,110469,495253,,,,0,3466859,9310
"2021-01-12","SD",1585,,0,,5943,5943,240,26,,57,281639,426,,,,,32,103743,93276,244,0,,,,,98866,97407,,0,617976,871,,,,,385382,670,617976,871
"2021-01-12","TN",8011,6757,146,1254,15510,15510,3230,151,,756,,0,,,5236613,,432,660874,569671,3478,0,,99157,,,658200,579345,,0,5894813,14953,,733789,,,,0,5894813,14953
"2021-01-12","TX",30219,,286,,,,14218,0,,3619,,0,,,,,,1995292,1753059,26052,0,103243,126267,,,1965279,1595600,,0,15031531,92226,847195,1394289,,,,0,15031531,92226
"2021-01-12","UT",1422,,26,,12059,12059,605,119,1933,187,1356801,4785,,,2098141,668,,309629,,2146,0,,40124,,38501,296407,253415,,0,2394548,12698,,527054,,212834,1630279,6500,2394548,12698
"2021-01-12","VA",5477,4833,84,644,19326,19326,3185,144,,582,,0,,,,,349,407947,336203,4561,0,18945,75090,,,419898,,4640967,19827,4640967,19827,194986,793498,,,,0,,0
"2021-01-12","VI",24,,0,,,,,0,,,35759,433,,,,,,2166,,23,0,,,,,,2008,,0,37925,456,,,,,38019,463,,0
"2021-01-12","VT",158,,2,,,,56,0,,10,271164,-5,,,,,,9247,9009,169,0,,,,,,6226,,0,767325,5585,,,,,280173,161,767325,5585
"2021-01-12","WA",3699,,1,,15978,15978,1074,207,,234,,0,,,,,116,276686,265312,5091,0,,,,,,,4087531,52757,4087531,52757,,,,,,0,,0
"2021-01-12","WI",5633,5211,58,422,22583,22583,1017,149,2107,221,2409580,3846,,,,,,555249,511136,3307,0,,,,,,477460,5644935,18049,5644935,18049,,,,,2920716,6636,,0
"2021-01-12","WV",1634,1411,40,223,,,755,0,,203,,0,,,,,104,103203,83089,921,0,,,,,,72992,,0,1661864,9928,27227,,,,,0,1661864,9928
"2021-01-12","WY",522,,33,,1192,1192,106,-24,,,162187,-85,,,495110,,,48072,41116,677,0,,,,,40935,45223,,0,536070,1456,,,,,203303,477,536070,1456
"2021-01-11","AK",224,,0,,1104,1104,79,3,,,,0,,,1297818,,9,48797,,173,0,,,,,58423,,,0,1357708,5228,,,,,,0,1357708,5228
"2021-01-11","AL",5347,4593,13,754,37587,37587,3088,833,2459,,1649818,4447,,,,1406,,404000,323045,2100,0,,,,,,211684,,0,1972863,6207,,,93355,,1972863,6207,,0
"2021-01-11","AR",4081,3392,38,689,12115,12115,1371,0,,460,1993713,8867,,,1993713,1290,268,256344,208778,1268,0,,,,56293,,226700,,0,2202491,9896,,,,288775,,0,2202491,9896
"2021-01-11","AS",0,,0,,,,,0,,,2140,0,,,,,,0,0,0,0,,,,,,,,0,2140,0,,,,,,0,2140,0
"2021-01-11","AZ",10147,9123,6,1024,43636,43636,4997,54,,1158,2503716,13545,,,,,783,627541,593693,8995,0,,,,,,,,0,5696693,61574,507098,,399328,,3097409,22147,5696693,61574
"2021-01-11","CA",29965,,264,,,,22633,0,,4971,,0,,,,,,2710801,2710801,39839,0,,,,,,,,0,36170528,343704,,,,,,0,36170528,343704
"2021-01-11","CO",5213,4539,5,674,20015,20015,914,30,,,1900701,5880,266762,,,,,362825,346754,1677,0,35596,,,,,,4798163,27412,4798163,27412,302358,,,,2247455,7538,,0
"2021-01-11","CT",6416,5210,92,1206,,,1142,0,,,,0,,,4628348,,,213358,201124,7364,0,,10919,,,250671,,,0,4885892,15246,,171097,,,,0,4885892,15246
"2021-01-11","DC",821,,4,,,,298,0,,71,,0,,,,,41,31993,,202,0,,,,,,22153,960916,3566,960916,3566,,,,,371094,804,,0
"2021-01-11","DE",986,881,14,105,,,471,0,,58,472154,1869,,,,,,65827,62960,554,0,,,,,67385,,1063800,10925,1063800,10925,,,,,537981,2423,,0
"2021-01-11","FL",23424,,163,,66738,66738,7650,205,,,7770903,26775,578113,560932,13179694,,,1461958,1229770,11338,0,71851,,69600,,1901127,,16914911,96946,16914911,96946,650372,,630838,,9232861,38113,15148365,93865
"2021-01-11","GA",11475,10299,17,1176,44742,44742,6064,107,7744,,,0,,,,,,764499,642712,7454,0,49883,,,,607912,,,0,5708060,35770,415543,,,,,0,5708060,35770
"2021-01-11","GU",124,,0,,,,9,0,,4,91737,630,,,,,4,7423,7234,11,0,19,253,,,,7164,,0,99160,641,331,6552,,,,0,98971,651
"2021-01-11","HI",309,309,0,,1895,1895,126,31,,25,,0,,,,,21,24039,23513,172,0,,,,,23188,,875020,5448,875020,5448,,,,,,0,,0
"2021-01-11","IA",4139,,1,,,,555,0,,96,948530,992,,79543,2028374,,36,251229,251229,476,0,,49008,10106,46066,272000,256151,,0,1199759,1468,,945534,89689,195523,1202038,1460,2312086,4973
"2021-01-11","ID",1534,1355,6,179,6037,6037,375,22,1074,76,439638,1067,,,,,,149667,123077,432,0,,,,,,66012,,0,562715,1408,,78973,,,562715,1408,895449,2439
"2021-01-11","IL",19363,17627,70,1736,,,3540,0,,759,,0,,,,,401,1033526,,4776,0,,,,,,,,0,14169986,66697,,,,,,0,14169986,66697
"2021-01-11","IN",9016,8643,31,373,37288,37288,2537,163,6510,568,2195235,6364,,,,,286,567338,,3685,0,,,,,644393,,,0,6140884,31731,,,,,2762573,10049,6140884,31731
"2021-01-11","KS",3255,,107,,7351,7351,590,94,1981,156,819014,10129,,,,413,48,247502,,5180,0,,,,,,,,0,1066516,15309,,,,,1066516,15309,,0
"2021-01-11","KY",2922,2709,21,213,14621,14621,1709,61,3234,381,,0,,,,,207,305707,244578,2082,0,7415,21565,,,201852,39020,,0,3335482,24683,103800,208876,,,,0,3335482,24683
"2021-01-11","LA",7918,7489,45,429,,,1982,0,,,4110513,11423,,,,,232,348234,312290,1405,0,,,,,,280373,,0,4458747,12828,,251592,,,,0,4422803,12756
"2021-01-11","MA",13206,12929,55,277,16603,16603,2211,0,,451,3808039,12662,,,,,285,437042,417568,4251,0,,,13123,,502356,293522,,0,11774727,57414,,,141687,401034,4225607,16901,11774727,57414
"2021-01-11","MD",6301,6129,29,172,28731,28731,1957,208,,447,2649578,13513,,154692,,,,309686,309686,3012,0,,,19059,,376250,9431,,0,6188765,43520,,,173751,,2959264,16525,6188765,43520
"2021-01-11","ME",438,432,6,6,1171,1171,190,13,,57,,0,13267,,,,21,29611,24679,313,0,596,5460,,,29229,11752,,0,1168144,5458,13875,104840,,,,0,1168144,5458
"2021-01-11","MI",14192,13401,47,791,,,2396,0,,485,,0,,,8021131,,272,567682,523618,5129,0,,,,,662089,415079,,0,8683220,74472,453747,,,,,0,8683220,74472
"2021-01-11","MN",5711,5509,4,202,22815,22815,686,52,4783,141,2668341,5517,,,,,,437552,420716,980,0,,,,,,417005,5687368,16981,5687368,16981,,266495,,,3089057,6310,,0
"2021-01-11","MO",5951,,3,,,,2608,0,,586,1694664,3240,105548,,3352795,,326,424986,424986,1659,0,15537,54083,,,469691,,,0,3830281,11128,121301,444665,112174,202285,2119650,4899,3830281,11128
"2021-01-11","MP",2,2,0,,4,4,,0,,,17429,0,,,,,,125,125,0,0,,,,,,29,,0,17554,0,,,,,17542,0,26131,0
"2021-01-11","MS",5186,3988,19,1179,8425,8425,1424,165,,344,1222926,39348,,,,,221,240309,158266,1227,0,,,,,,198888,,0,1463235,40575,66266,522512,,,,0,1381192,45719
"2021-01-11","MT",1057,,1,,3853,3853,207,19,,35,,0,,,,,18,86653,,329,0,,,,,,80674,,0,845439,3189,,,,,,0,845439,3189
"2021-01-11","NC",7578,7031,11,547,,,3843,0,,811,,0,,,,,,629124,571758,5936,0,,,,,,,,0,7286664,59826,,372216,,,,0,7286664,59826
"2021-01-11","ND",1360,,0,,3656,3656,74,5,536,10,287758,0,,,,,,94830,91308,114,0,,,,,,91597,1280626,2073,1280626,2073,,57302,,,383419,140,1354197,2317
"2021-01-11","NE",1760,,23,,5460,5460,475,16,,,694441,928,,,1647683,,,176026,,406,0,,,,,202327,121710,,0,1852051,3962,,,,,870901,1337,1852051,3962
"2021-01-11","NH",869,,0,,934,934,267,12,305,,494720,0,,,,,,52307,36037,707,0,,,,,,45320,,0,1098825,7117,36601,89085,35235,,545955,3938,1098825,7117
"2021-01-11","NJ",19932,17873,46,2059,53335,53335,3653,82,,649,7661683,0,,,,,438,590162,532959,5334,0,,,,,,,,0,8251845,5334,,,,,,0,8184718,0
"2021-01-11","NM",2764,,15,,10721,10721,704,62,,,,0,,,,,,157087,,930,0,,,,,,78826,,0,2101155,7580,,,,,,0,2101155,7580
"2021-01-11","NV",3500,,33,,,,1777,0,,404,993573,2977,,,,,279,250249,250249,1681,0,,,,,,,2235084,11767,2235084,11767,,,,,1243822,4658,,0
"2021-01-11","NY",31841,,169,,,,8645,0,,1426,,0,,,,,891,1140156,,13714,0,,,,,,,27524906,203904,27524906,203904,,,,,,0,,0
"2021-01-11","OH",9702,8730,75,972,41377,41377,4056,219,6188,971,,0,,,,,607,784957,696826,7892,0,,54934,,,723638,639080,,0,8186142,40490,,984188,,,,0,8186142,40490
"2021-01-11","OK",2775,,14,,18885,18885,1926,61,,467,2499916,0,,,2499916,,,335247,,3885,0,9516,,,,317146,289309,,0,2835163,3885,109422,,,,,0,2827122,0
"2021-01-11","OR",1605,,2,,6864,6864,498,0,,92,,0,,,2620029,,54,125683,,1207,0,,,,,166595,,,0,2786624,0,,,,,,0,2786624,0
"2021-01-11","PA",17853,,83,,,,5232,0,,1070,3392246,10783,,,,,663,726154,644457,5338,0,,,,,,537353,8145981,39353,8145981,39353,,,,,4036703,15727,,0
"2021-01-11","PR",1642,1362,12,280,,,392,0,,70,305972,0,,,395291,,73,83468,77927,349,0,58872,,,,20103,73760,,0,389440,349,,,,,,0,415664,0
"2021-01-11","RI",1947,,7,,7191,7191,399,164,,47,575802,1975,,,2046460,,33,100607,,568,0,,,,,120360,,2166820,8328,2166820,8328,,,,,676409,2543,,0
"2021-01-11","SC",5826,5329,15,497,15664,15664,2387,66,,465,3130961,18901,92372,,3038883,,250,357654,326588,3129,0,18058,61931,,,418666,165305,,0,3488615,22030,110430,492534,,,,0,3457549,21634
"2021-01-11","SD",1585,,0,,5917,5917,242,13,,49,281213,370,,,,,30,103499,93098,181,0,,,,,98766,96812,,0,617105,1599,,,,,384712,551,617105,1599
"2021-01-11","TN",7865,6659,80,1206,15359,15359,3249,52,,766,,0,,,5224227,,447,657396,567602,3527,0,,97320,,,655633,568910,,0,5879860,20996,,720816,,,,0,5879860,20996
"2021-01-11","TX",29933,,56,,,,13397,0,,3424,,0,,,,,,1969240,1730312,14834,0,102405,123161,,,1948046,1568710,,0,14939305,148261,843839,1365082,,,,0,14939305,148261
"2021-01-11","UT",1396,,4,,11940,11940,595,74,1909,194,1352016,3089,,,2087342,664,,307483,,1484,0,,39280,,37694,294508,251170,,0,2381850,7852,,513177,,207343,1623779,4156,2381850,7852
"2021-01-11","VA",5393,4758,10,635,19182,19182,3117,87,,571,,0,,,,,352,403386,332730,4530,0,18887,73676,,,416129,,4621140,32988,4621140,32988,194816,778957,,,,0,,0
"2021-01-11","VI",24,,0,,,,,0,,,35326,0,,,,,,2143,,0,0,,,,,,1984,,0,37469,0,,,,,37556,0,,0
"2021-01-11","VT",156,,0,,,,53,0,,10,271169,740,,,,,,9078,8843,111,0,,,,,,6027,,0,761740,2649,,,,,280012,849,761740,2649
"2021-01-11","WA",3698,,0,,15771,15771,1177,0,,245,,0,,,,,86,271595,260360,0,0,,,,,,,4034774,0,4034774,0,,,,,,0,,0
"2021-01-11","WI",5575,5162,5,413,22434,22434,973,56,2100,219,2405734,3998,,,,,,551942,508346,1682,0,,,,,,474830,5626886,18002,5626886,18002,,,,,2914080,5454,,0
"2021-01-11","WV",1594,1378,12,216,,,755,0,,212,,0,,,,,104,102282,82440,1070,0,,,,,,71431,,0,1651936,11521,27198,,,,,0,1651936,11521
"2021-01-11","WY",489,,0,,1216,1216,98,16,,,162272,581,,,493776,,,47395,40554,563,0,,,,,40816,44982,,0,534614,6477,,,,,202826,1253,534614,6477
"2021-01-10","AK",224,,0,,1101,1101,82,1,,,,0,,,1292805,,10,48624,,250,0,,,,,58210,,,0,1352480,6907,,,,,,0,1352480,6907
"2021-01-10","AL",5334,4587,35,747,36754,36754,2863,0,2459,,1645371,7584,,,,1405,,401900,321285,2750,0,,,,,,211684,,0,1966656,9870,,,92956,,1966656,9870,,0
"2021-01-10","AR",4043,3363,33,680,12115,12115,1340,28,,441,1984846,31723,,,1984846,1290,319,255076,207749,3330,0,,,,55915,,223513,,0,2192595,34579,,,,286218,,0,2192595,34579
"2021-01-10","AS",0,,0,,,,,0,,,2140,0,,,,,,0,0,0,0,,,,,,,,0,2140,0,,,,,,0,2140,0
"2021-01-10","AZ",10141,9102,105,1039,43582,43582,4988,487,,1122,2490171,20312,,,,,791,618546,585091,11201,0,,,,,,,,0,5635119,77755,506459,,398856,,3075262,30756,5635119,77755
"2021-01-10","CA",29701,,468,,,,22513,0,,4965,,0,,,,,,2670962,2670962,49685,0,,,,,,,,0,35826824,473076,,,,,,0,35826824,473076
"2021-01-10","CO",5208,4534,18,674,19985,19985,873,23,,,1894821,7972,264123,,,,,361148,345096,2201,0,34893,,,,,,4770751,33948,4770751,33948,300702,,,,2239917,9993,,0
"2021-01-10","CT",6324,5127,0,1197,,,1109,0,,,,0,,,4614584,,,205994,193991,0,0,,10518,,,249197,,,0,4870646,19635,,163058,,,,0,4870646,19635
"2021-01-10","DC",817,,4,,,,292,0,,69,,0,,,,,47,31791,,334,0,,,,,,22153,957350,6588,957350,6588,,,,,370290,1330,,0
"2021-01-10","DE",972,869,3,103,,,472,0,,62,470285,2636,,,,,,65273,62409,798,0,,,,,66469,,1052875,8365,1052875,8365,,,,,535558,3434,,0
"2021-01-10","FL",23261,,111,,66533,66533,7494,201,,,7744128,35722,578113,560932,13101989,,,1450620,1221484,12041,0,71851,,69600,,1885337,,16817965,102271,16817965,102271,650372,,630838,,9194748,47763,15054500,94979
"2021-01-10","GA",11458,10282,1,1176,44635,44635,5993,125,7742,,,0,,,,,,757045,636373,8193,0,49201,,,,601352,,,0,5672290,39819,413263,,,,,0,5672290,39819
"2021-01-10","GU",124,,0,,,,11,0,,4,91107,0,,,,,3,7412,7226,8,0,19,253,,,,7146,,0,98519,8,331,6149,,,,0,98320,0
"2021-01-10","HI",309,309,2,,1864,1864,129,0,,24,,0,,,,,20,23867,23341,198,0,,,,,23022,,869572,6544,869572,6544,,,,,,0,,0
"2021-01-10","IA",4138,,11,,,,541,0,,105,947538,1815,,79499,2023893,,41,250753,250753,940,0,,48638,10043,45727,271514,255593,,0,1198291,2755,,941644,89582,194313,1200578,2766,2307113,7687
"2021-01-10","ID",1528,1349,5,179,6015,6015,375,20,1070,76,438571,1154,,,,,,149235,122736,977,0,,,,,,64785,,0,561307,1936,,78973,,,561307,1936,893010,4294
"2021-01-10","IL",19293,17574,83,1719,,,3527,0,,740,,0,,,,,391,1028750,,4711,0,,,,,,,,0,14103289,77775,,,,,,0,14103289,77775
"2021-01-10","IN",8985,8613,19,372,37125,37125,2593,166,6481,556,2188871,8517,,,,,291,563653,,5093,0,,,,,640198,,,0,6109153,47654,,,,,2752524,13610,6109153,47654
"2021-01-10","KS",3148,,0,,7257,7257,869,0,1955,221,808885,0,,,,413,61,242322,,0,0,,,,,,,,0,1051207,0,,,,,1051207,0,,0
"2021-01-10","KY",2901,2692,25,209,14560,14560,1713,49,3228,380,,0,,,,,212,303625,242993,3227,0,7341,21011,,,198605,39006,,0,3310799,0,103544,205091,,,,0,3310799,0
"2021-01-10","LA",7873,7447,40,426,,,1960,0,,,4099090,41263,,,,,225,346829,310957,5398,0,,,,,,280373,,0,4445919,46661,,251094,,,,0,4410047,45778
"2021-01-10","MA",13151,12875,77,276,16603,16603,2225,0,,459,3795377,14857,,,,,282,432791,413329,5656,0,,,13123,,497572,293522,,0,11717313,81754,,,141687,399660,4208706,20253,11717313,81754
"2021-01-10","MD",6272,6100,26,172,28523,28523,1950,227,,485,2636065,14820,,154692,,,,306674,306674,3310,0,,,19059,,372717,9427,,0,6145245,60177,,,173751,,2942739,18130,6145245,60177
"2021-01-10","ME",432,426,0,6,1158,1158,191,0,,51,,0,13198,,,,24,29298,24430,279,0,574,5279,,,28936,11735,,0,1162686,9151,13784,102726,,,,0,1162686,9151
"2021-01-10","MI",14145,13355,0,790,,,2480,0,,517,,0,,,7952474,,294,562553,519082,0,0,,,,,656274,415079,,0,8608748,0,450681,,,,,0,8608748,0
"2021-01-10","MN",5707,5506,44,201,22763,22763,759,64,4770,130,2662824,12921,,,,,,436572,419923,2159,0,,,,,,414756,5670387,34806,5670387,34806,,265515,,,3082747,14863,,0
"2021-01-10","MO",5948,,4,,,,2700,0,,597,1691424,6463,104264,,3343465,,322,423327,423327,2744,0,15005,53772,,,467917,,,0,3819153,20717,119485,442011,110527,200843,2114751,9207,3819153,20717
"2021-01-10","MP",2,2,0,,4,4,,0,,,17429,0,,,,,,125,125,0,0,,,,,,29,,0,17554,0,,,,,17542,0,26131,0
"2021-01-10","MS",5167,3988,21,1179,8260,8260,1460,0,,329,1183578,0,,,,,219,239082,157690,2214,0,,,,,,182103,,0,1422660,2214,64321,486742,,,,0,1335473,0
"2021-01-10","MT",1056,,2,,3834,3834,201,-3,,36,,0,,,,,17,86324,,222,0,,,,,,80237,,0,842250,5114,,,,,,0,842250,5114
"2021-01-10","NC",7567,7021,142,546,,,3774,0,,790,,0,,,,,,623188,566175,8833,0,,,,,,,,0,7226838,67844,,312430,,,,0,7226838,67844
"2021-01-10","ND",1360,,0,,3651,3651,72,7,536,10,287758,0,,,,,,94716,91196,158,0,,,,,,91465,1278553,2646,1278553,2646,,56720,,,383279,963,1351880,2993
"2021-01-10","NE",1737,,4,,5444,5444,471,10,,,693513,1809,,,1644150,,,175620,,1006,0,,,,,201900,120729,,0,1848089,10418,,,,,869564,2816,1848089,10418
"2021-01-10","NH",869,,7,,922,922,262,0,305,,494720,0,,,,,,51600,36037,729,0,,,,,,44277,,0,1091708,5879,36569,87646,35206,,542017,2859,1091708,5879
"2021-01-10","NJ",19886,17827,32,2059,53253,53253,3589,82,,625,7661683,0,,,,,431,584828,528054,5646,0,,,,,,,,0,8246511,5646,,,,,,0,8184718,0
"2021-01-10","NM",2749,,17,,10659,10659,682,37,,,,0,,,,,,156157,,1203,0,,,,,,77731,,0,2093575,14759,,,,,,0,2093575,14759
"2021-01-10","NV",3467,,17,,,,1758,0,,407,990596,3046,,,,,277,248568,248568,2259,0,,,,,,,2223317,12541,2223317,12541,,,,,1239164,5305,,0
"2021-01-10","NY",31672,,153,,,,8484,0,,1436,,0,,,,,892,1126442,,15355,0,,,,,,,27321002,246836,27321002,246836,,,,,,0,,0
"2021-01-10","OH",9627,8666,28,961,41158,41158,4236,101,6160,1033,,0,,,,,632,777065,690473,6088,0,,54458,,,718796,634085,,0,8145652,53492,,978928,,,,0,8145652,53492
"2021-01-10","OK",2761,,23,,18824,18824,1926,186,,467,2499916,0,,,2499916,,,331362,,6487,0,9516,,,,317146,285645,,0,2831278,6487,109422,,,,,0,2827122,0
"2021-01-10","OR",1603,,28,,6864,6864,498,0,,92,,0,,,2620029,,54,124476,,1629,0,,,,,166595,,,0,2786624,0,,,,,,0,2786624,0
"2021-01-10","PA",17770,,103,,,,5201,0,,1062,3381463,13870,,,,,640,720816,639513,7506,0,,,,,,520490,8106628,58042,8106628,58042,,,,,4020976,20448,,0
"2021-01-10","PR",1630,1350,14,280,,,402,0,,67,305972,0,,,395291,,71,83119,77630,489,0,58777,,,,20103,73760,,0,389091,489,,,,,,0,415664,0
"2021-01-10","RI",1940,,10,,7027,7027,390,0,,55,573827,3398,,,2038804,,39,100039,,1038,0,,,,,119688,,2158492,18188,2158492,18188,,,,,673866,4436,,0
"2021-01-10","SC",5811,5315,53,496,15598,15598,2374,89,,464,3112060,27411,91989,,3020377,,250,354525,323855,4441,0,17831,61077,,,415538,163716,,0,3466585,31852,109820,486702,,,,0,3435915,31161
"2021-01-10","SD",1585,,15,,5904,5904,237,33,,54,280843,651,,,,,31,103318,92967,417,0,,,,,98618,96693,,0,615506,1810,,,,,384161,1068,615506,1810
"2021-01-10","TN",7785,6607,81,1178,15307,15307,3263,53,,778,,0,,,5206785,,459,653869,564674,7419,0,,96638,,,652079,565197,,0,5858864,37062,,718561,,,,0,5858864,37062
"2021-01-10","TX",29877,,186,,,,13111,0,,3478,,0,,,,,,1954406,1716824,15855,0,100971,120797,,,1918146,1558945,,0,14791044,137233,838680,1345957,,,,0,14791044,137233
"2021-01-10","UT",1392,,2,,11866,11866,588,88,1902,189,1348927,5080,,,2080737,663,,305999,,2276,0,,39058,,37479,293261,249390,,0,2373998,11978,,511430,,206762,1619623,6881,2373998,11978
"2021-01-10","VA",5383,4749,2,634,19095,19095,3060,70,,553,,0,,,,,348,398856,329185,5141,0,18644,70387,,,411465,,4588152,50192,4588152,50192,193731,772466,,,,0,,0
"2021-01-10","VI",24,,0,,,,,0,,,35326,0,,,,,,2143,,0,0,,,,,,1984,,0,37469,0,,,,,37556,0,,0
"2021-01-10","VT",156,,0,,,,43,0,,10,270429,1728,,,,,,8967,8734,177,0,,,,,,6015,,0,759091,6185,,,,,279163,1903,759091,6185
"2021-01-10","WA",3698,,-1,,15771,15771,1177,214,,245,,0,,,,,86,271595,260360,2988,0,,,,,,,4034774,24990,4034774,24990,,,,,,0,,0
"2021-01-10","WI",5570,5157,3,413,22378,22378,1054,52,2098,242,2401736,5630,,,,,,550260,506890,2126,0,,,,,,472862,5608884,23843,5608884,23843,,,,,2908626,7462,,0
"2021-01-10","WV",1582,1369,12,213,,,760,0,,214,,0,,,,,99,101212,81581,1434,0,,,,,,70382,,0,1640415,13170,26957,,,,,0,1640415,13170
